"prior_message","barney_message"
"It's okay. It's over now. I have to leave, but that's what happens: you call it now, tell him what you did and apologize.Got it?","Yes. Or..."
"He replied! ""I probably should not tell you, finally, we barely knew, but never mind, I say it anyway. ""","That's it, man. This is the ""I love you."""
"I would like Stan to be there.","Stan. What?"
"""I sometimes have dreams about my gay best friend.""","""I sometimes have dreams about my gay best friend. """
"Ted Why send text messages to a girl he barely knows, where he says he dreams about me gay?","Easy. You? He speaks clearly to me."
"Dude, I'm his best friend.","Okay, one: It has never been proven. Two: If anyone had any dreams about gays one of us would be on me! Finally, look at me. Now look at you. An octogenarian still in her closet would not be in this state."
"That's the trick. I hug you, no. Who would not want to cuddle in this case, on Sunday morning? Wrapped in the quilt while it is raining, and there are muffins in the oven. I'm cuddly, bitch. You must do.","I train every day. One thing we know about Ted is that he likes a nice body. This body would vibrate."
"Ted and I, we lived. I know what he likes. There are things I can do it... he époustoufleraient Why do they sleep with Ted?","I know. It's weird."
"Barney and Marshall are in McClaren's with Robin.","Crazy, no? Ted had dreams about me gay."
"It's a bit weird, but... I had a strange dream yesterday. It's a bit embarrassing.","You can tell us. This is a secure area."
"That's it?","No more dreams? Nothing disturbing or erotic?"
"And.. why should I ""make me"" one of you?","Machines force you. They want to watch. That's how they erupt."
"Sorry. It was just trying to help you.","And also, it was really funny."
"Hi, friends.","You work right?"
"Wait. You can not just sit there and have your date with us?","Yeah, it will be fun! Look, I'm kidding! It explodes! Do you like magic?"
"Someone has already put on YouTube?","Yeah... someone. So... why did you vomit? You're pregnant?"
"Barney at the bar and reads a magazine. He returned to the apartment to see Ted.","The Bro's Life magazine. Page 83. Look."
"""What does your paintball on your personality? ""","Lowest."
"""The last 3 kilos: how the push to lose. ""","Highest."
"Petra Petrova.","The Girl of the Year in May, according to Bro's Life magazine. A delicate flower in stiletto heel leopard thong and riding a 4x4."
"These magazines are broken. It is certainly retouched.","I have an appointment with."
"You are my hero! Really? How did you do?","It's not in the story. I waited a long time to say that.This girl... is the daughter."
"Of course it is. Marry them! It.","Marrying? I have something even more special in mind. Petra, if all goes well, will be my... wait, my 200th! Can not wait. Too exciting."
"The 200th with that... get laid?","Who I'll lie. I want the highest ""Tope there."""
"Even if I was wearing protective clothing. 200 is too much!","As if there could be too much of something wonderful.""Babe Ruth, gently, my grandfather. Do not hit too many home runs. Steve Guttenberg, you should not do that three Police Academy. America has laughed enough. """
"Who are these girls? It was rhetorical. Show me the list.","199 satisfied customers. Finally, the big night is Thursday. I give a reception before, in McClaren's. Prepares a toast. Tuxedo optional but desired. Gifts are, I would say useless, but follow your heart."
"200 is too much.","It's not too much."
"It's not too much.","Thank you."
"Do not misunderstand. You're disgusting and the cops should put a shoe on your part, but this number should be higher. After Barney told me about that, I reviewed the figures and... I have some graphics. Barney dredge about 20 girls a week.","It's more than 20. B. Does nothing more precise estimate."
"Let 20. So 20 girls a week, that's 1,040 girls a year.In its 16 years of sexual activity, it would mean that he has dredged 16,640 girls. If he has slept with 199, it's a success rate... slightly higher than one per cent. This is an average of 12 hits, eight times worse than average in career... launcher in one hand, the launcher... Jim Abbott.","Jealous. Jealous. Hero. Strangely silent during this conversation on his number of sexual partners. Hero. The grand total, it is the only number that matters."
"Who said so?","Matthew Panning, the stud of Port Richmond College."
"Stinson, you're an amateur. I bet you've never done.","You neither."
"How many times I have to tell you? I did it with 100 girls. Fifth in school from my cousin in Long Island.","You know what, Matthew? One day, I would have done with 200."
"Call me when it happens.","And I'll call."
"I think he'll say it again very slowly.","I will... the call."
"You have noted Gaby Allan dual, 78 and 162.","What? Let me see. Sixty... Once. Oh, my God. Wait...I counted the same girl twice? That means I'm only at 198?"
"It just means you're less than 0.5% was thought disgusting.","I win a Czech supermodel in two hours. I can not waste it in the 199th. Petra must be the 200th."
"are you gonna do? You will find not a partner in the next 2 hours.","Astronaut Millionaire. You come home to see shells?"
"You're scary.","You're not as sick of all these games? I just want to settle down and have an army of toddlers at once."
"I have a mass and I love to use it.","Marshall? Knowing how important it is for me, you think that Lily... I would do the job..."
"I'll k*ll you.","Okay."
"Barney returns.","It's done. 199 made of, more than one. Have you finished your drink? That's better."
"It has happened to you what?","There... a girl in the gym. Pauline. She runs after me for a while."
"Why wait till then?","It's not really my type."
"At the gym...","Good, Pauline. You're going to have all of Fonte Leveuse Sarasota Classic this fall. I thought... to you and me.And if you're still interested..."
"Ok, this is the hour of cardio.","Good grief! Mom!"
"Good grief! Mom!","Every inch tasted like roast beef and creatine. But I did. I did and I still have 30 minutes before meeting with Petra.Robin, you have the foundation? I want to cover bruises and razor burn."
"I hate to tell you this, but...","What?"
"You did the right Gaby Allan counted 2 times, but...you're also spent 138 to 138. Have you used the same number twice.","So that means... Pauline is not the 199th, it is the 200th?"
"Congratulations!","It must have Petra! Petra was to be the 200th!Beautiful, feminine, ""unrestrained power in bed"", Petra!"
"Go! Happened to you at 200. You should be proud. You should be tested, but you should be proud. We do not care if Pauline does not pose in bikinis in magazines.","It does. She will be in the next Muscle Sexxy. And like many women in this magazine, Sexxy has two X and one Y."
"That's enough tables.","What about the graphics."
"I'm not stupid. I know what you think of my paintings and graphics. In fact, I made a picture of your reactions to my paintings. See it. Yes, that's true, since Cecilia, your interest in my paintings do not stop falling. But based on recent trends, I also... projection boards! And look... a large peak of interest is coming! And it's not just a blip dead cat. It is a long-term growth.","It's you, sustained growth."
